Schweizer Nährwertdatenbank – Generische Einträge V6.1 (28.03.2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID V 4.0,ID SwissFIR,Name,Synonyme,Kategorie,Dichte,Bezugseinheit,"Energie, Kilojoule",Herleitung des Wertes,Quelle,"Energie, Kalorien",Herleitung des Wertes,Quelle,"Fett, total (g)",Herleitung des Wertes,Quelle,"Fettsäuren, gesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, einfach ungesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, mehrfach ungesättigt (g)",Herleitung des Wertes,Quelle,Cholesterin (mg),Herleitung des Wertes,Quelle,"Kohlenhydrate, verfügbar (g)",Herleitung des Wertes,Quelle,Zucker (g),Herleitung des Wertes,Quelle,Stärke (g),Herleitung des Wertes,Quelle,Nahrungsfasern (g),Herleitung des Wertes,Quelle,Protein (g),Herleitung des Wertes,Quelle,Salz (NaCl) (g),Herleitung des Wertes,Quelle,Alkohol (g),Herleitung des Wertes,Quelle,Wasser (g),Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RE (µg-RE)",Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RAE (µg-RE)",Herleitung des Wertes,Quelle,All-trans Retinol-Äquivalente (µg-RE),Herleitung des Wertes,Quelle,Betacarotin-Aktivität (µg-BCE),Herleitung des Wertes,Quelle,Betacarotin (µg),Herleitung des Wertes,Quelle,Vitamin B1 (Thiamin) (mg),Herleitung des Wertes,Quelle,Vitamin B2 (Riboflavin) (mg),Herleitung des Wertes,Quelle,Vitamin B6 (Pyridoxin) (mg),Herleitung des Wertes,Quelle,Vitamin B12 (Cobalamin) (µg),Herleitung des Wertes,Quelle,Niacin (mg),Herleitung des Wertes,Quelle,Folat (µg),Herleitung des Wertes,Quelle,Pantothensäure (mg),Herleitung des Wertes,Quelle,Vitamin C (Ascorbinsäure) (mg),Herleitung des Wertes,Quelle,Vitamin D (Calciferol) (µg),Herleitung des Wertes,Quelle,Vitamin E-Aktivität (mg-ATE),Herleitung des Wertes,Quelle,Kalium (K) (mg),Herleitung des Wertes,Quelle,Natrium (Na) (mg),Herleitung des Wertes,Quelle,Chlorid (Cl) (mg),Herleitung des Wertes,Quelle,Calcium (Ca) (mg),Herleitung des Wertes,Quelle,Magnesium (Mg) (mg),Herleitung des Wertes,Quelle,Phosphor (P) (mg),Herleitung des Wertes,Quelle,Eisen (Fe) (mg),Herleitung des Wertes,Quelle,Jod (I) (µg),Herleitung des Wertes,Quelle,Zink (Zn)  (mg),Herleitung des Wertes,Quelle,Selen (Se) (µg),Herleitung des Wertes,Quelle,Geänderter Eintrag
13395,,,"Blanc battu, nature, mager",,Milch und Milchprodukte/Frischkäse und Quark,,pro 100g essbarer Anteil,200,Automatisierte Berechnung,,47,Automatisierte Berechnung,,0,-,1643,0,-,1643,0,-,1643,0,-,1643,1,-,1643,"3,9",-,1643,"3,9",-,1643,0,Schätzung,1648,Sp.,-,1643,"7,8",-,1660,"0,1",Automatisierte Berechnung,,0,Schätzung,1648,"86,5",-,1643,5,Automatisierte Berechnung,,4,Automatisierte Berechnung,,4,Schätzung,1648,3,Schätzung,1648,3,-,1643,"0,04",-,1643,"0,32",-,1643;1659,"0,06",-,1643,"0,36",-,1643;1659,"0,2",-,1643,24,-,1643,"0,35",-,1643;1659,0,Schätzung,1648,"0,1",-,1659,Sp.,-,1643,140,-,1643,44,-,1643,89,-,1643,130,-,1643,12,-,1643,120,-,1643,"0,2",-,1643,10,-,1643,"0,5",-,1643,k.A.,,,Nein
567,4610,1001089,"Frischkäse, Doppelrahm",,Milch und Milchprodukte/Frischkäse und Quark,,pro 100g essbarer Anteil,1450,Automatisierte Berechnung,,351,Automatisierte Berechnung,,"32,1",-,22,"19,2",-,3,"7,5",-,3,"1,5",-,3,96,-,3,"4,5",-,22,"2,3",-,22,Sp.,-,9,0,-,22,"11,1",-,1640,"1,3",Automatisierte Berechnung,,0,-,22,52,-,22,325,Automatisierte Berechnung,,313,Automatisierte Berechnung,,300,-,8,150,Schätzung,51,150,-,8,"0,04",-,22,"0,26",-,22,"0,06",-,9,"0,6",-,22,"0,11",-,9,"26,5",-,22,"0,44",-,9,Sp.,-,22,Sp.,-,22,"0,7",-,9,100,-,22,500,-,22,570,-,9,110,-,22,8,-,22,130,-,22,"0,2",-,22,8,-,9,"0,4",-,9,k.A.,,,Nein
507,4735,1001009,Glarner Schabziger,Glarner Kräuterkäse,Milch und Milchprodukte/Frischkäse und Quark,,pro 100g essbarer Anteil,559,Automatisierte Berechnung,,132,Automatisierte Berechnung,,"0,5",-,186,"0,3",-,186,"0,1",-,186,0,-,186,2,-,186,Sp.,-,186,Sp.,-,1408,0,-,186,0,-,22,"31,6",Schätzung,1662,"4,3",Automatisierte Berechnung,,0,-,22,"58,3",-,186,3,Automatisierte Berechnung,,3,Automatisierte Berechnung,,3,Schätzung,51,1,Schätzung,51,1,Schätzung,51,"0,01",-,186,"0,28",-,186,"0,05",-,186,Sp.,-,22,Sp.,-,22,Sp.,-,22,Sp.,-,22,Sp.,-,22,Sp.,-,22,Sp.,-,22,140,-,186,1740,-,186,Sp.,-,22,860,-,186,34,-,186,560,-,186,"0,2",-,186,Sp.,-,22,"3,9",-,186,k.A.,,,Nein
505,3713,1001002,"Hüttenkäse, nature",Cottage cheese,Milch und Milchprodukte/Frischkäse und Quark,,pro 100g essbarer Anteil,418,Automatisierte Berechnung,,100,Automatisierte Berechnung,,"4,5",-,183,"2,7",-,183,1,-,183,"0,2",-,183,14,-,183,"2,4",-,183,"2,2",-,183,0,-,22,0,-,22,"12,4",Schätzung,1662,"0,8",Automatisierte Berechnung,,0,-,22,"78,6",-,183,50,Automatisierte Berechnung,,47,Automatisierte Berechnung,,45,Schätzung,51,30,Schätzung,51,30,-,8,"0,01",-,183,"0,23",-,183;1659,"0,02",-,183,"0,52",-,35;1659,"0,1",-,35,15,-,35,"0,36",-,35;1659,0,-,22,"0,1",-,35;1659,"0,11",-,183,72,-,183,320,-,183,570,-,183,69,-,183,"6,2",-,183,150,-,183,0,-,183,20,-,35,"0,4",-,183,k.A.,,,Nein
485,4148,1000971,Mascarpone,,Milch und Milchprodukte/Frischkäse und Quark,,pro 100g essbarer Anteil,1810,Automatisierte Berechnung,,440,Automatisierte Berechnung,,47,-,5,"29,2",-,5,"15,2",-,5,"1,6",-,5,141,-,3,Sp.,-,5,Sp.,-,5,0,-,5,0,-,22,"4,3",-,1660,"0,2",Automatisierte Berechnung,,0,-,22,"44,4",-,5,353,Automatisierte Berechnung,,332,Automatisierte Berechnung,,310,-,81,258,-,81,220,Schätzung,,"0,01",-,5,"0,26",-,5;1659,"0,04",-,5,"0,21",-,1659,"0,1",-,5,11,-,5,"0,41",-,1659,Sp.,-,22,"0,5",-,5;1659,1,-,5,53,-,5,86,-,5,Sp.,-,22,68,-,5,Sp.,-,22,97,-,5,"0,2",-,5,29,-,1030,"0,4",-,5,k.A.,,,Nein
13393,,,"Quark, nature, halbfett",,Milch und Milchprodukte/Frischkäse und Quark,,pro 100g essbarer Anteil,403,Automatisierte Berechnung,,96,Automatisierte Berechnung,,5,-,181;183,3,-,181;183,"1,2",-,181;183,"0,2",-,181;183,17,-,181;183,"4,1",-,51,"3,4",-,181;183,0,-,51,0,-,51,"8,8",-,1662,"0,1",Automatisierte Berechnung,,0,-,51,"80,3",-,181;183,54,Automatisierte Berechnung,,52,Automatisierte Berechnung,,51,-,51,16,-,51;83,16,-,8;51,"0,01",-,181;183,"0,33",-,183;1659,"0,03",-,181;183,"0,44",-,183;1659,"0,3",-,181;183,"18,6",-,181;183,"0,32",-,183;1659,"0,2",-,181;183,"0,1",-,9;1659,"0,13",-,181;183,130,-,181;183,32,-,181;183,98,-,181;183,110,-,181;183,"9,3",-,181;183,140,-,181;183,0,-,181;183,21,-,9;88,"0,4",-,181;183,k.A.,,,Nein
71,4337,821047,"Quark, nature, mager",,Milch und Milchprodukte/Frischkäse und Quark,,pro 100g essbarer Anteil,257,Automatisierte Berechnung,,61,Automatisierte Berechnung,,"0,2",-,181,"0,1",-,181,0,-,181,0,-,181,k.A.,-,181,"4,2",Schätzung,51,"3,5",-,181,0,Schätzung,51,0,Schätzung,51,"10,6",Schätzung,1662,"0,1",Automatisierte Berechnung,,0,Schätzung,51,"83,8",-,181,3,Automatisierte Berechnung,,3,Automatisierte Berechnung,,3,Schätzung,51,1,Schätzung,51,1,-,8,"0,01",-,181,"0,39",-,183;1659,"0,04",-,181,"0,42",-,183;1659,"0,31",-,181,"19,4",-,181,"0,29",-,183;1659,"0,1",-,181,0,-,9;1659,0,-,181,140,-,181,33,-,181,100,-,181,110,-,181,"9,9",-,181,150,-,181,0,-,181,27,-,88,"0,5",-,181,k.A.,,,Nein
70,3798,821046,"Quark, nature, Rahm",,Milch und Milchprodukte/Frischkäse und Quark,,pro 100g essbarer Anteil,758,Automatisierte Berechnung,,183,Automatisierte Berechnung,,"15,6",-,183,"9,4",-,183,"3,7",-,183,"0,7",-,183,53,-,183,"3,7",Schätzung,51,"3,2",-,183,0,Schätzung,51,0,Schätzung,51,"6,9",Schätzung,1662,"0,1",Automatisierte Berechnung,,0,Schätzung,51,"72,8",-,183,164,Automatisierte Berechnung,,160,Automatisierte Berechnung,,156,Schätzung,51,49,-,83,49,Schätzung,51,"0,02",-,183,"0,3",-,183;1659,"0,03",-,183,"0,38",-,183;1659,"0,28",-,183,"16,7",-,183,"0,26",-,183;1659,"0,4",-,183,"0,2",-,9;1659,"0,4",-,183,120,-,183,29,-,183,86,-,183,93,-,183,"8,1",-,183,110,-,183,0,-,183,"8,5",-,9,"0,3",-,183,k.A.,,,Nein
506,4529,1001008,Ziger weiss,,Milch und Milchprodukte/Frischkäse und Quark,,pro 100g essbarer Anteil,509,Automatisierte Berechnung,,122,Automatisierte Berechnung,,"7,2",-,185,"4,3",-,185,"1,7",-,185,"0,3",-,185,22,-,185,"3,3",Schätzung,1408,"3,3",Schätzung,1408,0,-,22,0,-,22,"10,9",Schätzung,1662,"0,1",Automatisierte Berechnung,,0,-,22,77,-,185,67,Automatisierte Berechnung,,64,Automatisierte Berechnung,,61,Schätzung,51,40,Schätzung,51,40,Schätzung,51,Sp.,-,22,Sp.,-,22,"0,04",-,185,Sp.,-,22,Sp.,-,22,Sp.,-,22,Sp.,-,22,Sp.,-,22,Sp.,-,22,"0,2",-,185,120,-,185,33,-,185,81,-,185,170,-,185,11,-,185,130,-,185,"0,2",-,185,Sp.,-,22,"0,3",-,185,k.A.,,,Nein
539,4614,1001059,Käse in Salzlake (Kuhmilch),,Milch und Milchprodukte/Frischkäse und Quark;Milch und Milchprodukte/Weichkäse,,pro 100g essbarer Anteil,1060,Automatisierte Berechnung,,256,Automatisierte Berechnung,,"20,7",-,43,"12,4",-,3,"4,9",-,3,"0,9",-,3,62,-,3,"1,4",-,43,"1,4",-,43,0,-,22,0,-,22,16,-,1660,"3,7",Automatisierte Berechnung,,0,-,22,"55,3",-,43,203,Automatisierte Berechnung,,196,Automatisierte Berechnung,,189,-,61,84,Schätzung,51,84,-,61,"0,04",-,43,"0,33",-,43;1659,"0,19",-,43,"0,88",-,43;1659,"0,2",-,43,49,-,43,"0,46",-,43;1659,Sp.,-,22,"0,3",-,43;1659,"0,5",-,43,150,-,43,1500,-,43,Sp.,-,22,480,-,43,20,-,43,340,-,43,"0,2",-,43,Sp.,-,22,Sp.,-,22,k.A.,,,Nein
549,4733,1001069,Käse in Salzlake (Schaf- und Ziegenmilch),Feta,Milch und Milchprodukte/Frischkäse und Quark;Milch und Milchprodukte/Weichkäse,,pro 100g essbarer Anteil,1010,Automatisierte Berechnung,,242,Automatisierte Berechnung,,"18,8",-,8,"12,1",-,8,"4,8",-,8,"0,9",-,8,45,-,8,"1,5",-,34,0,-,8,0,-,22,0,-,22,"16,7",-,1640,"3,3",Automatisierte Berechnung,,0,-,22,"58,6",-,8,226,Automatisierte Berechnung,,223,Automatisierte Berechnung,,220,-,81,33,-,81,k.A.,,,"0,04",-,8,"0,55",-,8;1659,"0,1",-,8,"0,6",-,34;1659,"0,2",-,8,30,-,8,"0,24",-,8;1659,Sp.,-,22,"0,1",-,8;1659,"0,49",-,8,150,-,8,1300,-,8,1900,-,8,450,-,8,20,-,34,360,-,8,"0,2",-,34,Sp.,-,22,2,-,8,k.A.,,,Nein
554,3895,1001075,"Appenzeller, viertelfett",,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,985,Automatisierte Berechnung,,235,Automatisierte Berechnung,,"11,4",-,177,"6,8",-,177,"2,7",-,177,"0,5",-,177,34,-,177,0,Schätzung,1408,0,Schätzung,1408,0,-,22,0,-,22,"33,1",Schätzung,1662,2,Automatisierte Berechnung,,0,-,22,"48,2",-,177,142,Automatisierte Berechnung,,136,Automatisierte Berechnung,,130,-,127,70,-,127,k.A.,,,"0,04",-,35,"0,5",-,35;1659,"0,07",-,35,"1,3",-,35;1659,"0,1",-,35,15,-,35,"0,54",-,35;1659,Sp.,-,22,"0,3",-,35;1659,"0,36",-,35,120,-,177,810,-,177,1240,-,177,1090,-,177,36,-,177,730,-,177,"0,2",-,177,35,-,35,"2,5",-,177,k.A.,,,Nein
553,3894,1001074,"Appenzeller, vollfett",,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1590,Automatisierte Berechnung,,384,Automatisierte Berechnung,,"31,7",-,177,19,-,177,"7,4",-,177,"1,5",-,177,95,-,177,0,Schätzung,1408,0,Schätzung,1408,0,-,22,0,-,22,"24,3",Schätzung,1662,"1,6",Automatisierte Berechnung,,0,-,22,"39,6",-,177,382,Automatisierte Berechnung,,366,Automatisierte Berechnung,,350,-,8,190,Schätzung,51,190,-,8,"0,04",-,35,"0,36",-,35;1659,"0,07",-,35,"1,06",-,35;1659,"0,1",-,35,15,-,35,"0,33",-,35;1659,Sp.,-,22,"0,5",-,35;1659,"0,95",-,35,82,-,177,620,-,177,960,-,177,740,-,177,29,-,177,540,-,177,"0,3",-,177,"8,4",-,1333;1399,4,-,177,k.A.,,,Nein
1211,,,Berner Alpkäse,,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1880,Automatisierte Berechnung,,453,Automatisierte Berechnung,,"38,3",-,1075,k.A.,,,k.A.,,,k.A.,,,k.A.,,,0,Schätzung,1129,k.A.,,,0,Schätzung,1003,0,Schätzung,1003,"27,1",Schätzung,1662,"1,6",Automatisierte Berechnung,,0,Schätzung,1003,"26,2",-,1075,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,660,-,1075,k.A.,,,920,-,1075,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,Nein
1212,,,Berner Hobelkäse,,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,2030,Automatisierte Berechnung,,491,Automatisierte Berechnung,,"41,2",-,1075,k.A.,,,k.A.,,,k.A.,,,k.A.,,,0,Schätzung,1129,k.A.,,,0,Schätzung,1129,0,Schätzung,1129,30,Schätzung,1662,"1,7",Automatisierte Berechnung,,0,Schätzung,1129,"21,9",-,1075,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,"0,56",-,1659,k.A.,,,"0,83",-,1659,k.A.,,,k.A.,,,"0,43",-,1659,k.A.,,,"0,8",-,1659,k.A.,,,k.A.,,,690,-,1075,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,k.A.,,,Nein
1191,4669,,Blauschimmelkäse (Durchschnitt),,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1490,Automatisierte Berechnung,,360,Automatisierte Berechnung,,"31,5",Berechnung anhand von Zutaten,,"18,9",Berechnung anhand von Zutaten,,"7,4",Berechnung anhand von Zutaten,,"1,5",Berechnung anhand von Zutaten,,95,Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"19,1",Berechnung anhand von Zutaten,,"3,8",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"48,9",Automatisierte Berechnung,,221,Automatisierte Berechnung,,218,Automatisierte Berechnung,,214,Berechnung anhand von Zutaten,,44,Berechnung anhand von Zutaten,,44,Berechnung anhand von Zutaten,,"0,03",Berechnung anhand von Zutaten,,"0,58",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,72",Berechnung anhand von Zutaten,,"0,51",Berechnung anhand von Zutaten,,46,Berechnung anhand von Zutaten,,"0,99",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,"0,67",Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,1530,Berechnung anhand von Zutaten,,2100,Berechnung anhand von Zutaten,,610,Berechnung anhand von Zutaten,,24,Berechnung anhand von Zutaten,,390,Berechnung anhand von Zutaten,,"0,4",Berechnung anhand von Zutaten,,40,Berechnung anhand von Zutaten,,"2,5",Berechnung anhand von Zutaten,,k.A.,,,Ja
555,3892,1001076,"Emmentaler, vollfett",,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1690,Automatisierte Berechnung,,408,Automatisierte Berechnung,,"32,6",-,28;1075,"20,3",-,177,"7,9",-,177,"1,5",-,177,84,-,1075,0,Schätzung,1408,0,Schätzung,1408,0,-,22,0,-,22,"28,4",Schätzung,1662,"0,4",Automatisierte Berechnung,,0,-,22,35,-,177,306,Automatisierte Berechnung,,293,Automatisierte Berechnung,,280,Schätzung,51,155,Schätzung,51,155,-,8,"0,01",-,177,"0,3",-,177;1659,"0,12",-,177,"1,67",-,177;1659,"0,18",-,177,"9,4",-,177,"0,3",-,177;1659,Sp.,-,22,"0,5",-,177;1659,"0,35",-,177,84,-,177,170,-,177,270,-,177,1030,-,177,31,-,177,620,-,177,"0,4",-,177,20,-,1333;1399,"4,6",-,177,k.A.,,,Nein
536,4613,1001053,Freiburger Vacherin,,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1540,Automatisierte Berechnung,,370,Automatisierte Berechnung,,"30,4",-,184,"18,2",-,184,"7,1",-,184,"1,4",-,184,91,-,184,0,Schätzung,1408,0,Schätzung,1408,0,-,22,0,-,22,"23,5",Schätzung,1662,"1,5",Automatisierte Berechnung,,0,-,22,"42,3",-,184,525,Automatisierte Berechnung,,513,Automatisierte Berechnung,,500,Schätzung,51,150,-,127,150,Schätzung,,"0,01",-,184,"0,33",-,184;1659,"0,09",-,1075,"1,62",-,35;1659,"0,14",-,35,"33,2",-,35,"0,42",-,35;1659,Sp.,-,22,"0,4",-,35;1659,"0,81",-,184,88,-,184,600,-,1075,760,-,184,640,-,1075,25,-,184,460,-,1075,"0,1",-,184,27,-,35,"2,7",-,184,k.A.,,,Nein
483,4346,1000969,Gorgonzola,,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1480,Automatisierte Berechnung,,357,Automatisierte Berechnung,,"31,2",-,5,"18,7",-,3,"7,4",-,3,"1,4",-,3,94,-,3,"0,1",-,5,"0,1",-,5,0,-,22,0,-,22,19,-,1640,"3,6",Automatisierte Berechnung,,0,-,22,"42,4",-,5,190,Automatisierte Berechnung,,182,Automatisierte Berechnung,,175,-,81,88,-,81,88,Schätzung,1698,"0,01",-,5,"0,36",-,5;1659,"0,07",-,5,"0,9",-,9;1659,"0,32",-,9,52,-,5,"1,41",-,9;1659,Sp.,-,5,"0,6",-,5;1659,"0,54",-,5,140,-,5,1450,-,5,1800,-,9,610,-,5,20,-,9,360,-,5,"0,3",-,5,40,-,9,"2,5",-,5,k.A.,,,Nein
530,4615,1001044,"Greyerzer, vollfett",Gruyère,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1640,Automatisierte Berechnung,,396,Automatisierte Berechnung,,32,-,177,"19,2",-,177,"7,5",-,177,"1,5",-,177,96,-,177,0,Schätzung,1408,0,Schätzung,1408,0,-,22,0,-,22,"26,4",Schätzung,1662,"1,5",Automatisierte Berechnung,,0,-,22,36,-,177,323,Automatisierte Berechnung,,307,Automatisierte Berechnung,,290,Schätzung,51,200,Schätzung,51,200,-,8,"0,02",-,177,"0,37",-,177;1659,"0,13",-,177,"1,45",-,177;1659,"0,2",-,177,10,-,177,"0,47",-,177;1659,Sp.,-,22,"0,7",-,177;1659,"0,35",-,177,90,-,177,590,-,1075,900,-,177,900,-,177,35,-,177,600,-,177,"0,4",-,177,11,-,1333;1399,"4,2",-,177,k.A.,,,Nein
1193,,,"Hart- und Halbhartkäse, vollfett (Durchschnitt)",,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1650,Automatisierte Berechnung,,397,Automatisierte Berechnung,,"32,1",Berechnung anhand von Zutaten,,"19,5",Berechnung anhand von Zutaten,,"7,6",Berechnung anhand von Zutaten,,"1,5",Berechnung anhand von Zutaten,,92,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"26,6",Berechnung anhand von Zutaten,,"1,2",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"40,7",Automatisierte Berechnung,,335,Automatisierte Berechnung,,320,Automatisierte Berechnung,,305,Berechnung anhand von Zutaten,,177,Berechnung anhand von Zutaten,,176,Berechnung anhand von Zutaten,,"0,02",Berechnung anhand von Zutaten,,"0,34",Berechnung anhand von Zutaten,,"0,12",Berechnung anhand von Zutaten,,"1,5",Berechnung anhand von Zutaten,,"0,18",Berechnung anhand von Zutaten,,"12,6",Berechnung anhand von Zutaten,,"0,39",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,6",Berechnung anhand von Zutaten,,"0,47",Berechnung anhand von Zutaten,,86,Berechnung anhand von Zutaten,,460,Berechnung anhand von Zutaten,,710,Berechnung anhand von Zutaten,,910,Berechnung anhand von Zutaten,,32,Berechnung anhand von Zutaten,,590,Berechnung anhand von Zutaten,,"0,3",Berechnung anhand von Zutaten,,16,Berechnung anhand von Zutaten,,"4,3",Berechnung anhand von Zutaten,,k.A.,,,Ja
531,3897,1001045,Limburger (Münster),,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1140,Automatisierte Berechnung,,273,Automatisierte Berechnung,,"21,4",-,184,"12,8",-,184,5,-,184,"0,9",-,184,64,-,184,0,Schätzung,1408,0,Schätzung,1408,0,-,22,0,-,22,20,Schätzung,1662,"1,9",Automatisierte Berechnung,,0,-,22,"55,9",-,184,245,Automatisierte Berechnung,,235,Automatisierte Berechnung,,225,Schätzung,51,120,Schätzung,51,120,-,8,"0,01",-,184,"0,46",-,184,"0,25",-,184,"2,18",-,9,"0,21",-,9,"53,4",-,9,"0,42",-,9,Sp.,-,22,"0,4",-,35,"0,38",-,184,90,-,184,760,-,184,1390,-,184,230,-,184,15,-,184,220,-,184,"0,1",-,184,20,-,9,"1,9",-,184,k.A.,,,Nein
482,4536,1000968,Parmesan,Parmiggiano,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1540,Automatisierte Berechnung,,370,Automatisierte Berechnung,,"25,6",-,5,"15,4",-,3,6,-,3,"1,2",-,3,77,-,3,Sp.,-,1408,Sp.,-,65,0,-,65,0,-,22,"34,9",-,1640,"1,6",Automatisierte Berechnung,,0,-,22,"29,5",-,5,298,Automatisierte Berechnung,,288,Automatisierte Berechnung,,278,Schätzung,1698,118,Schätzung,1698,118,-,1651,"0,02",-,5,"0,29",-,5;1659,"0,1",-,5,"1,75",-,9;1659,"0,2",-,9,20,-,5,"0,79",-,9;1659,Sp.,-,22,"0,8",-,5;1659,"0,78",-,5,100,-,5,650,-,1700,1700,-,9,1340,-,5,44,-,9,800,-,5,"0,7",-,5,40,-,9,4,-,5,k.A.,,,Nein
532,3898,1001046,Raclettekäse,,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1480,Automatisierte Berechnung,,357,Automatisierte Berechnung,,"27,9",-,184,"16,7",-,184,"6,5",-,184,"1,3",-,184,84,-,184,0,Schätzung,1408,0,Schätzung,1408,0,-,22,0,-,22,"25,9",Schätzung,1662,"1,8",Automatisierte Berechnung,,0,-,22,"41,4",-,184,272,Automatisierte Berechnung,,264,Automatisierte Berechnung,,255,Schätzung,51,100,Schätzung,51,100,-,61,"0,01",-,184,"0,29",-,184;1659,"0,06",-,184,"1,55",-,43;1659,"0,2",-,43,49,-,43,"0,25",-,43;1659,Sp.,-,22,"0,3",-,43;1659,"0,68",-,184,70,-,184,730,-,184,1100,-,184,670,-,184,27,-,184,490,-,184,"0,1",-,184,11,-,1399,"3,9",-,184,k.A.,,,Nein
1196,4695,,Reibkäse,,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1620,Automatisierte Berechnung,,390,Automatisierte Berechnung,,"29,4",Berechnung anhand von Zutaten,,"17,7",Berechnung anhand von Zutaten,,"6,9",Berechnung anhand von Zutaten,,"1,4",Berechnung anhand von Zutaten,,89,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"31,5",Berechnung anhand von Zutaten,,"1,7",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"38,5",Automatisierte Berechnung,,298,Automatisierte Berechnung,,288,Automatisierte Berechnung,,278,Berechnung anhand von Zutaten,,118,Berechnung anhand von Zutaten,,118,Berechnung anhand von Zutaten,,"0,01",Berechnung anhand von Zutaten,,"0,34",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"1,91",Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,14,Berechnung anhand von Zutaten,,"0,62",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,7",Berechnung anhand von Zutaten,,"0,57",Berechnung anhand von Zutaten,,98,Berechnung anhand von Zutaten,,680,Berechnung anhand von Zutaten,,1400,Berechnung anhand von Zutaten,,1190,Berechnung anhand von Zutaten,,41,Berechnung anhand von Zutaten,,730,Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,40,Berechnung anhand von Zutaten,,"4,2",Berechnung anhand von Zutaten,,k.A.,,,Ja
484,4345,1000970,Roquefort,,Milch und Milchprodukte/Hartkäse,,pro 100g essbarer Anteil,1500,Automatisierte Berechnung,,363,Automatisierte Berechnung,,"31,7",-,43,19,-,3,"7,4",-,3,"1,5",-,3,95,-,3,"0,2",-,23,0,-,43,0,-,22,0,-,22,"19,2",-,1660,4,Automatisierte Berechnung,,0,-,22,"42,6",-,43,253,Automatisierte Berechnung,,253,Automatisierte Berechnung,,253,-,61,0,Schätzung,51,0,-,61,"0,05",-,43,"0,81",-,43;1659,"0,12",-,43,"0,54",-,43;1659,"0,7",-,43,40,-,43,"0,57",-,43;1659,Sp.,-,43,"0,4",-,43;1659,"0,8",-,43,120,-,43,1600,-,43,2400,-,9,600,-,43,27,-,43,430,-,43,"0,4",-,43,40,-,9,"2,5",-,9,k.A.,,,Nein
