Schweizer Nährwertdatenbank – Generische Einträge V6.1 (28.03.2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID V 4.0,ID SwissFIR,Name,Synonyme,Kategorie,Dichte,Bezugseinheit,"Energie, Kilojoule",Herleitung des Wertes,Quelle,"Energie, Kalorien",Herleitung des Wertes,Quelle,"Fett, total (g)",Herleitung des Wertes,Quelle,"Fettsäuren, gesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, einfach ungesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, mehrfach ungesättigt (g)",Herleitung des Wertes,Quelle,Cholesterin (mg),Herleitung des Wertes,Quelle,"Kohlenhydrate, verfügbar (g)",Herleitung des Wertes,Quelle,Zucker (g),Herleitung des Wertes,Quelle,Stärke (g),Herleitung des Wertes,Quelle,Nahrungsfasern (g),Herleitung des Wertes,Quelle,Protein (g),Herleitung des Wertes,Quelle,Salz (NaCl) (g),Herleitung des Wertes,Quelle,Alkohol (g),Herleitung des Wertes,Quelle,Wasser (g),Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RE (µg-RE)",Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RAE (µg-RE)",Herleitung des Wertes,Quelle,All-trans Retinol-Äquivalente (µg-RE),Herleitung des Wertes,Quelle,Betacarotin-Aktivität (µg-BCE),Herleitung des Wertes,Quelle,Betacarotin (µg),Herleitung des Wertes,Quelle,Vitamin B1 (Thiamin) (mg),Herleitung des Wertes,Quelle,Vitamin B2 (Riboflavin) (mg),Herleitung des Wertes,Quelle,Vitamin B6 (Pyridoxin) (mg),Herleitung des Wertes,Quelle,Vitamin B12 (Cobalamin) (µg),Herleitung des Wertes,Quelle,Niacin (mg),Herleitung des Wertes,Quelle,Folat (µg),Herleitung des Wertes,Quelle,Pantothensäure (mg),Herleitung des Wertes,Quelle,Vitamin C (Ascorbinsäure) (mg),Herleitung des Wertes,Quelle,Vitamin D (Calciferol) (µg),Herleitung des Wertes,Quelle,Vitamin E-Aktivität (mg-ATE),Herleitung des Wertes,Quelle,Kalium (K) (mg),Herleitung des Wertes,Quelle,Natrium (Na) (mg),Herleitung des Wertes,Quelle,Chlorid (Cl) (mg),Herleitung des Wertes,Quelle,Calcium (Ca) (mg),Herleitung des Wertes,Quelle,Magnesium (Mg) (mg),Herleitung des Wertes,Quelle,Phosphor (P) (mg),Herleitung des Wertes,Quelle,Eisen (Fe) (mg),Herleitung des Wertes,Quelle,Jod (I) (µg),Herleitung des Wertes,Quelle,Zink (Zn)  (mg),Herleitung des Wertes,Quelle,Selen (Se) (µg),Herleitung des Wertes,Quelle,Geänderter Eintrag
23,3873,812064,"Poulet, Brust, ohne Haut (Frankreich)",,Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,462,Automatisierte Berechnung,,109,Automatisierte Berechnung,,"0,9",-,146,"0,3",-,146,"0,3",-,146,"0,3",-,146,56,-,146,0,Schätzung,51,0,Schätzung,51,k.A.,,,0,Schätzung,51,"25,2",-,146,"0,1",Automatisierte Berechnung,,0,Schätzung,51,"70,7",-,146,5,Automatisierte Berechnung,,5,Automatisierte Berechnung,,<5,-,104,0,Schätzung,51,0,-,104,"0,09",-,104,"0,16",-,104,"0,88",-,146,"0,4",-,120,k.A.,,,12,-,120,"0,87",-,159,0,Schätzung,51,"1,5",-,117,"0,57",-,142,350,-,146,31,-,146,80,-,8,"3,9",-,146,29,-,146,220,-,146,"0,4",-,146,"0,6",-,88,"0,6",-,146,17,-,1406,Nein
22,3875,812063,"Poulet, Brust, ohne Haut (Schweiz)",,Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,455,Automatisierte Berechnung,,107,Automatisierte Berechnung,,1,-,146,"0,3",-,146,"0,4",-,146,"0,3",-,146,63,-,146,0,Schätzung,51,0,Schätzung,51,k.A.,,,0,Schätzung,51,"24,6",-,146,"0,1",Automatisierte Berechnung,,0,Schätzung,51,"72,7",-,146,5,Automatisierte Berechnung,,5,Automatisierte Berechnung,,<5,-,104,0,Schätzung,51,0,-,104,"0,14",-,108,"0,15",-,108,"0,77",-,146,"0,4",-,120,"11,03",-,1673;1690,12,-,120,"0,87",-,159,0,Schätzung,51,"1,5",-,117,"0,62",-,107,350,-,146,36,-,146,80,-,8,"3,3",-,146,27,-,146,220,-,146,"0,3",-,146,"0,9",-,88,"0,5",-,146,19,-,1406,Nein
13276,,,"Poulet, Brust, Schnitzel oder Geschnetzeltes, gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,556,Automatisierte Berechnung,,131,Automatisierte Berechnung,,"1,5",Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,"0,6",Berechnung anhand von Zutaten,,"0,4",Berechnung anhand von Zutaten,,55,Berechnung anhand von Zutaten,,"0,4",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"28,9",Berechnung anhand von Zutaten,,"0,2",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"69,1",Automatisierte Berechnung,,6,Automatisierte Berechnung,,6,Automatisierte Berechnung,,6,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,19",Berechnung anhand von Zutaten,,"0,36",Berechnung anhand von Zutaten,,"0,33",Berechnung anhand von Zutaten,,"10,85",Berechnung anhand von Zutaten,,"5,6",Berechnung anhand von Zutaten,,"0,84",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,39",Berechnung anhand von Zutaten,,370,Berechnung anhand von Zutaten,,77,Berechnung anhand von Zutaten,,100,Berechnung anhand von Zutaten,,18,Berechnung anhand von Zutaten,,27,Berechnung anhand von Zutaten,,220,Berechnung anhand von Zutaten,,"0,4",Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,"0,8",Berechnung anhand von Zutaten,,17,Berechnung anhand von Zutaten,,Ja
680,4724,1001245,"Poulet, Brust, Schnitzel",Geschnetzeltes,Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,445,Automatisierte Berechnung,,105,Automatisierte Berechnung,,"1,2",-,50,"0,4",-,9,"0,5",-,9,"0,3",-,9,44,-,24,"0,4",-,50,0,-,22,0,Schätzung,51,0,-,22,"23,1",-,22,"0,2",Automatisierte Berechnung,,0,-,22,"73,8",-,50,5,Automatisierte Berechnung,,5,Automatisierte Berechnung,,<5,-,104,0,Schätzung,51,0,-,104,"0,12",-,24,"0,15",-,24,"0,53",-,9,"0,4",-,9,"10,85",-,9;1673;1690,9,-,9,"0,84",-,9,0,-,9,0,-,9,"0,42",-,9,330,-,9,72,-,9,80,-,9,14,-,9,27,-,9,210,-,9,"0,4",-,24,"0,4",-,9,"0,6",-,24,14,-,1544,Nein
13309,,,"Poulet, ganz, mit Haut, gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,934,Automatisierte Berechnung,,224,Automatisierte Berechnung,,"13,7",Berechnung anhand von Zutaten,,"3,7",Berechnung anhand von Zutaten,,6,Berechnung anhand von Zutaten,,2,Berechnung anhand von Zutaten,,103,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"25,1",Berechnung anhand von Zutaten,,"0,2",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"61,2",Automatisierte Berechnung,,16,Automatisierte Berechnung,,16,Automatisierte Berechnung,,16,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,09",Berechnung anhand von Zutaten,,"0,18",Berechnung anhand von Zutaten,,"0,4",Berechnung anhand von Zutaten,,"0,35",Berechnung anhand von Zutaten,,"6,4",Berechnung anhand von Zutaten,,"6,4",Berechnung anhand von Zutaten,,"0,9",Berechnung anhand von Zutaten,,"2,7",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,07",Berechnung anhand von Zutaten,,210,Berechnung anhand von Zutaten,,79,Berechnung anhand von Zutaten,,92,Berechnung anhand von Zutaten,,15,Berechnung anhand von Zutaten,,21,Berechnung anhand von Zutaten,,170,Berechnung anhand von Zutaten,,"0,9",Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,"1,3",Berechnung anhand von Zutaten,,k.A.,,,Ja
711,4588,1001299,"Poulet, ganz, mit Haut",,Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,701,Automatisierte Berechnung,,168,Automatisierte Berechnung,,"10,3",-,24,"2,8",-,24,"4,5",-,24,"1,5",-,24,77,-,24,0,-,24,0,-,22,0,Schätzung,51,0,-,22,"18,8",-,24,"0,2",Automatisierte Berechnung,,0,-,22,"69,8",-,24,12,Automatisierte Berechnung,,12,Automatisierte Berechnung,,12,-,104,0,Schätzung,51,0,-,104,"0,11",-,9,"0,15",-,9,"0,5",-,9,"0,4",-,9,6,-,9,8,-,9,"0,9",-,9,"2,5",-,36,0,-,9,"0,07",-,9,260,-,9,70,-,9,69,-,9,12,-,9,20,-,9,160,-,9,"0,7",-,9,10,-,9,1,-,9,k.A.,,,Nein
13310,,,"Poulet, Schenkel, mit Haut, gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,909,Automatisierte Berechnung,,218,Automatisierte Berechnung,,"13,6",Berechnung anhand von Zutaten,,"4,3",Berechnung anhand von Zutaten,,"6,7",Berechnung anhand von Zutaten,,"2,4",Berechnung anhand von Zutaten,,107,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,k.A.,,,0,Berechnung anhand von Zutaten,,"23,9",Berechnung anhand von Zutaten,,"0,2",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"62,5",Automatisierte Berechnung,,40,Automatisierte Berechnung,,40,Automatisierte Berechnung,,40,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,11",Berechnung anhand von Zutaten,,"0,18",Berechnung anhand von Zutaten,,"0,46",Berechnung anhand von Zutaten,,"0,35",Berechnung anhand von Zutaten,,"4,77",Berechnung anhand von Zutaten,,8,Berechnung anhand von Zutaten,,"0,87",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"1,5",Berechnung anhand von Zutaten,,"0,66",Berechnung anhand von Zutaten,,240,Berechnung anhand von Zutaten,,71,Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,"7,2",Berechnung anhand von Zutaten,,21,Berechnung anhand von Zutaten,,190,Berechnung anhand von Zutaten,,"0,6",Berechnung anhand von Zutaten,,11,Berechnung anhand von Zutaten,,"1,3",Berechnung anhand von Zutaten,,37,Berechnung anhand von Zutaten,,Ja
712,4589,1001300,"Poulet, Schenkel, mit Haut",,Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,765,Automatisierte Berechnung,,184,Automatisierte Berechnung,,"12,6",-,24,"3,5",-,24,"5,6",-,24,"1,9",-,24,80,-,24,0,-,24,0,-,22,0,Schätzung,51,0,-,22,"17,6",-,24,"0,2",Automatisierte Berechnung,,0,-,22,"68,8",-,24,30,Automatisierte Berechnung,,30,Automatisierte Berechnung,,30,-,104;1662;1690,0,Schätzung,51,0,-,104,"0,16",-,24;1673;1690,"0,19",-,24;1673;1690,"0,29",-,9,"0,3",-,9,"4,85",-,9;1673;1690,12,-,9,"0,84",-,9,0,-,9,0,-,9,"0,15",-,9,250,-,9,95,-,9,80,-,9,15,-,9,30,-,9,190,-,9,"0,6",-,24,"0,4",-,9,"1,6",-,24,k.A.,,,Nein
25,3871,812066,"Poulet, Schenkel, mit Haut (Frankreich)",,Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,607,Automatisierte Berechnung,,145,Automatisierte Berechnung,,"7,5",-,146,"2,4",-,146,"3,3",-,146,"1,9",-,146,87,-,146,0,Schätzung,51,0,Schätzung,51,k.A.,,,0,Schätzung,51,"19,4",-,146,"0,1",Automatisierte Berechnung,,0,Schätzung,51,"68,9",-,146,12,Automatisierte Berechnung,,12,Automatisierte Berechnung,,12,-,104,0,Schätzung,51,0,-,104,"0,08",-,104,"0,14",-,104,"0,33",-,146,"0,4",-,120,k.A.,,,10,-,120,"0,87",-,159,0,Schätzung,51,"1,5",-,117,"0,62",-,107,290,-,146,57,-,146,100,-,81,"4,8",-,146,20,-,146,180,-,146,"0,8",-,146,8,-,81,1,-,146,17,-,1406,Nein
24,4073,812065,"Poulet, Schenkel, mit Haut (Schweiz)",,Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,682,Automatisierte Berechnung,,163,Automatisierte Berechnung,,"10,2",-,146,"3,2",-,146,5,-,146,"1,8",-,146,80,-,146,0,Schätzung,51,0,Schätzung,51,k.A.,,,0,Schätzung,51,"17,9",-,146,"0,2",Automatisierte Berechnung,,0,Schätzung,51,"65,6",-,146,30,Automatisierte Berechnung,,30,Automatisierte Berechnung,,30,-,104;1662;1690,0,Schätzung,51,0,-,104,"0,14",-,104;1673;1690,"0,15",-,104;1673;1690,"0,57",-,146,"0,4",-,120,"4,47",-,1673;1690,10,-,120,"0,87",-,159,0,Schätzung,51,"1,5",-,117,"0,62",-,107,300,-,146,63,-,146,100,-,81,"5,7",-,146,20,-,146,180,-,146,"0,5",-,146,8,-,81,1,-,146,28,-,1406,Nein
27,3870,812068,"Poulet, Schenkel, ohne Haut (Frankreich)",,Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,509,Automatisierte Berechnung,,121,Automatisierte Berechnung,,"4,3",-,146,"1,3",-,146,"1,8",-,146,"0,9",-,146,94,-,146,0,Schätzung,51,0,Schätzung,51,k.A.,,,0,Schätzung,51,"20,6",-,146,"0,2",Automatisierte Berechnung,,0,Schätzung,51,"72,4",-,146,5,Automatisierte Berechnung,,5,Automatisierte Berechnung,,<5,-,104,0,Schätzung,51,0,-,104,"0,14",-,108,"0,15",-,108,"0,41",-,146,"0,4",-,120,k.A.,,,12,-,120,"0,87",-,159,0,Schätzung,51,"1,5",-,117,"0,62",-,107,330,-,146,72,-,146,83,-,81,"5,7",-,146,20,-,146,200,-,146,"1,3",-,146,5,-,81,"1,8",-,146,k.A.,,,Nein
26,3872,812067,"Poulet, Schenkel, ohne Haut (Schweiz)",,Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,564,Automatisierte Berechnung,,135,Automatisierte Berechnung,,"6,2",-,146,"1,9",-,146,3,-,146,"1,5",-,146,86,-,146,0,Schätzung,51,0,Schätzung,51,k.A.,,,0,Schätzung,51,"19,7",-,146,"0,2",Automatisierte Berechnung,,0,Schätzung,51,"72,9",-,146,5,Automatisierte Berechnung,,5,Automatisierte Berechnung,,<5,-,104,0,Schätzung,51,0,-,104,"0,14",-,108,"0,27",-,108,"0,38",-,146,"0,4",-,120,k.A.,,,10,-,120,"0,87",-,159,0,Schätzung,51,"1,5",-,117,"0,62",-,107,300,-,146,76,-,146,80,-,8,"5,6",-,146,20,-,146,190,-,146,"0,5",-,146,5,-,81,"0,9",-,146,k.A.,,,Nein
13275,,,"Truthahn, Brust, Schnitzel oder Geschnetzeltes, grebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,617,Automatisierte Berechnung,,146,Automatisierte Berechnung,,"1,8",Berechnung anhand von Zutaten,,"0,4",Berechnung anhand von Zutaten,,"0,4",Berechnung anhand von Zutaten,,"0,4",Berechnung anhand von Zutaten,,50,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"32,4",Berechnung anhand von Zutaten,,"0,2",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"65,8",Automatisierte Berechnung,,4,Automatisierte Berechnung,,4,Automatisierte Berechnung,,4,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,11",Berechnung anhand von Zutaten,,"0,13",Berechnung anhand von Zutaten,,"0,3",Berechnung anhand von Zutaten,,"0,61",Berechnung anhand von Zutaten,,"9,93",Berechnung anhand von Zutaten,,"5,4",Berechnung anhand von Zutaten,,"0,86",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,400,Berechnung anhand von Zutaten,,72,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,11,Berechnung anhand von Zutaten,,35,Berechnung anhand von Zutaten,,240,Berechnung anhand von Zutaten,,"0,9",Berechnung anhand von Zutaten,,2,Berechnung anhand von Zutaten,,"2,4",Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,Ja
713,3778,1001301,"Truthahn, Brust, Schnitzel oder Geschnetzeltes",,Fleisch und Innereien/Geflügel,,pro 100g essbarer Anteil,457,Automatisierte Berechnung,,108,Automatisierte Berechnung,,"1,3",-,24,"0,3",-,24,"0,3",-,24,"0,3",-,24,37,-,24,0,-,24,0,-,22,0,Schätzung,51,0,-,22,24,-,24,"0,2",Automatisierte Berechnung,,0,-,22,"73,5",-,24,3,Automatisierte Berechnung,,3,Automatisierte Berechnung,,3,-,145;1662;1690,0,Schätzung,51,0,Schätzung,51,"0,12",-,43;1673;1690,"0,1",-,43;1673;1690,"0,4",-,43;1673;1690,"0,7",-,43,"9,19",-,43;1673;1690,8,-,43,"0,8",-,43,0,-,43,Sp.,-,22,Sp.,-,22,330,-,43,63,-,43,Sp.,-,22,"7,9",-,43,32,-,43,210,-,43,"0,7",-,43,"1,5",-,1007,"1,8",-,36,"8,9",-,1544,Nein
10377,,,"Leber (Durchschnitt aus Rind, Kalb, Schwein)",,Fleisch und Innereien/Geflügel;Fleisch und Innereien/Kalb;Fleisch und Innereien/Rind;Fleisch und Innereien/Schwein,,pro 100g essbarer Anteil,566,Automatisierte Berechnung,,134,Automatisierte Berechnung,,"4,3",Berechnung anhand von Zutaten,,"1,5",Berechnung anhand von Zutaten,,"0,7",Berechnung anhand von Zutaten,,"1,1",Berechnung anhand von Zutaten,,353,Berechnung anhand von Zutaten,,"3,6",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,3",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"20,3",Berechnung anhand von Zutaten,,"0,2",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"71,8",Automatisierte Berechnung,,9072,Automatisierte Berechnung,,9041,Automatisierte Berechnung,,9010,Berechnung anhand von Zutaten,,374,Berechnung anhand von Zutaten,,4,Berechnung anhand von Zutaten,,"0,28",Berechnung anhand von Zutaten,,"2,87",Berechnung anhand von Zutaten,,"0,77",Berechnung anhand von Zutaten,,"54,67",Berechnung anhand von Zutaten,,"15,05",Berechnung anhand von Zutaten,,"198,7",Berechnung anhand von Zutaten,,"7,33",Berechnung anhand von Zutaten,,23,Berechnung anhand von Zutaten,,"0,7",Berechnung anhand von Zutaten,,"0,53",Berechnung anhand von Zutaten,,320,Berechnung anhand von Zutaten,,87,Berechnung anhand von Zutaten,,83,Berechnung anhand von Zutaten,,"7,9",Berechnung anhand von Zutaten,,20,Berechnung anhand von Zutaten,,360,Berechnung anhand von Zutaten,,11,Berechnung anhand von Zutaten,,10,Berechnung anhand von Zutaten,,"5,1",Berechnung anhand von Zutaten,,k.A.,,,Ja
1649,,,"Cordon Bleu aus Kalbsplätzli, gebraten",,Fleisch und Innereien/Kalb,,pro 100g essbarer Anteil,1010,Automatisierte Berechnung,,240,Automatisierte Berechnung,,"11,4",Berechnung anhand von Zutaten,,"3,2",Berechnung anhand von Zutaten,,"5,7",Berechnung anhand von Zutaten,,"1,3",Berechnung anhand von Zutaten,,106,Berechnung anhand von Zutaten,,"10,4",Berechnung anhand von Zutaten,,"0,7",Berechnung anhand von Zutaten,,"9,7",Berechnung anhand von Zutaten,,"0,6",Berechnung anhand von Zutaten,,"23,7",Berechnung anhand von Zutaten,,"0,9",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,54,Automatisierte Berechnung,,56,Automatisierte Berechnung,,53,Automatisierte Berechnung,,50,Berechnung anhand von Zutaten,,39,Berechnung anhand von Zutaten,,35,Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,25",Berechnung anhand von Zutaten,,"0,21",Berechnung anhand von Zutaten,,"0,83",Berechnung anhand von Zutaten,,"6,13",Berechnung anhand von Zutaten,,17,Berechnung anhand von Zutaten,,"0,98",Berechnung anhand von Zutaten,,"6,5",Berechnung anhand von Zutaten,,"0,3",Berechnung anhand von Zutaten,,"0,56",Berechnung anhand von Zutaten,,240,Berechnung anhand von Zutaten,,340,Berechnung anhand von Zutaten,,520,Berechnung anhand von Zutaten,,110,Berechnung anhand von Zutaten,,27,Berechnung anhand von Zutaten,,260,Berechnung anhand von Zutaten,,2,Berechnung anhand von Zutaten,,"5,2",Berechnung anhand von Zutaten,,"2,6",Berechnung anhand von Zutaten,,k.A.,,,Ja
1071,3556,,"Kalb, Brust, !ignore! (ohne Zugabe von Fett und Salz)",,Fleisch und Innereien/Kalb,,pro 100g essbarer Anteil,1210,Automatisierte Berechnung,,291,Automatisierte Berechnung,,"20,7",Berechnung anhand von Zutaten,,"8,8",Berechnung anhand von Zutaten,,"9,7",Berechnung anhand von Zutaten,,"1,6",Berechnung anhand von Zutaten,,104,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,k.A.,,,0,Berechnung anhand von Zutaten,,"26,1",Berechnung anhand von Zutaten,,"0,1",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"53,1",Automatisierte Berechnung,,8,Automatisierte Berechnung,,8,Automatisierte Berechnung,,7,Berechnung anhand von Zutaten,,7,Berechnung anhand von Zutaten,,5,Berechnung anhand von Zutaten,,"0,05",Berechnung anhand von Zutaten,,"0,22",Berechnung anhand von Zutaten,,"0,18",Berechnung anhand von Zutaten,,"1,37",Berechnung anhand von Zutaten,,k.A.,,,"6,5",Berechnung anhand von Zutaten,,"1,29",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"5,4",Berechnung anhand von Zutaten,,"0,31",Berechnung anhand von Zutaten,,220,Berechnung anhand von Zutaten,,41,Berechnung anhand von Zutaten,,96,Berechnung anhand von Zutaten,,"6,1",Berechnung anhand von Zutaten,,15,Berechnung anhand von Zutaten,,160,Berechnung anhand von Zutaten,,"0,9",Berechnung anhand von Zutaten,,"2,7",Berechnung anhand von Zutaten,,"3,7",Berechnung anhand von Zutaten,,k.A.,,,Ja
1,3551,811047,"Kalb, Brust",,Fleisch und Innereien/Kalb,,pro 100g essbarer Anteil,848,Automatisierte Berechnung,,204,Automatisierte Berechnung,,"14,5",-,146,"6,2",-,146,"6,8",-,146,"1,1",-,146,73,-,146,0,Schätzung,51,0,Schätzung,51,k.A.,,,0,Schätzung,51,"18,3",-,146,"0,2",Automatisierte Berechnung,,0,Schätzung,51,"63,9",-,146,6,Automatisierte Berechnung,,5,Automatisierte Berechnung,,<5,-,163,<5,-,51,<5,-,163,"0,08",-,108,"0,19",-,108,"0,32",-,146,"1,6",-,163,k.A.,,,7,-,34,"1,5",-,163,0,Schätzung,51,5,-,163,"0,29",-,107,310,-,146,64,-,146,67,-,8,"5,3",-,146,18,-,146,170,-,146,"0,6",-,146,"1,9",-,88,"2,6",-,146,k.A.,,,Nein
662,4723,1001219,"Kalb, Eckstück",Plätzli,Fleisch und Innereien/Kalb,,pro 100g essbarer Anteil,434,Automatisierte Berechnung,,103,Automatisierte Berechnung,,"1,6",-,24,"0,5",-,24,"0,5",-,24,"0,2",-,24,65,-,24,0,-,24,0,-,22,0,Schätzung,51,0,-,22,"22,2",-,24,"0,2",Automatisierte Berechnung,,0,-,22,"75,3",-,24,6,Automatisierte Berechnung,,5,Automatisierte Berechnung,,<5,-,163,<5,-,51,<5,-,163,"0,08",-,9,"0,28",-,9,"0,47",-,9,"1,1",-,9,"9,56",-,9,14,-,9,"1,09",-,9,0,-,9,Sp.,-,22,"0,26",-,9,370,-,9,64,-,9,69,-,9,5,-,9,27,-,9,220,-,9,"2,3",-,9,"0,1",-,9,"2,3",-,9,k.A.,,,Nein
660,3727,1001217,"Kalb, Filet",,Fleisch und Innereien/Kalb,,pro 100g essbarer Anteil,502,Automatisierte Berechnung,,119,Automatisierte Berechnung,,"3,8",-,24,"1,3",-,24,"1,3",-,24,"0,4",-,24,78,-,24,0,-,24,0,-,22,0,Schätzung,51,0,-,22,"21,2",-,24,"0,2",Automatisierte Berechnung,,0,-,22,"73,7",-,24,6,Automatisierte Berechnung,,5,Automatisierte Berechnung,,<5,-,163,<5,-,51,<5,-,163,"0,07",-,9,"0,26",-,9,"0,56",-,9,"1,2",-,9,"9,08",-,9,14,-,9,"1,39",-,9,0,-,9,Sp.,-,22,"0,3",-,9,320,-,9,91,-,9,69,-,9,17,-,9,25,-,9,210,-,9,"1,4",-,9,"0,1",-,9,"2,5",-,9,k.A.,,,Nein
1106,4027,,"Kalbfleisch (Durchschnitt exkl. Innereien, Kotelett)",,Fleisch und Innereien/Kalb,,pro 100g essbarer Anteil,536,Automatisierte Berechnung,,128,Automatisierte Berechnung,,"4,8",Berechnung anhand von Zutaten,,"1,9",Berechnung anhand von Zutaten,,2,Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,71,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"21,1",Berechnung anhand von Zutaten,,"0,2",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"74,1",Automatisierte Berechnung,,6,Automatisierte Berechnung,,5,Automatisierte Berechnung,,5,Berechnung anhand von Zutaten,,5,Berechnung anhand von Zutaten,,5,Berechnung anhand von Zutaten,,"0,08",Berechnung anhand von Zutaten,,"0,23",Berechnung anhand von Zutaten,,"0,45",Berechnung anhand von Zutaten,,"1,47",Berechnung anhand von Zutaten,,"8,27",Berechnung anhand von Zutaten,,"10,1",Berechnung anhand von Zutaten,,"1,4",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"2,5",Berechnung anhand von Zutaten,,"0,35",Berechnung anhand von Zutaten,,340,Berechnung anhand von Zutaten,,66,Berechnung anhand von Zutaten,,68,Berechnung anhand von Zutaten,,"9,7",Berechnung anhand von Zutaten,,22,Berechnung anhand von Zutaten,,200,Berechnung anhand von Zutaten,,"1,1",Berechnung anhand von Zutaten,,"1,3",Berechnung anhand von Zutaten,,"2,6",Berechnung anhand von Zutaten,,k.A.,,,Ja
